first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Maxwel,Cornet,0,0,14,232,5,30.7,27.8,71.0,0,22,12.5,0,0,0,0.1,59,MID
Thilo,Kehrer,0,3,67,2229,34,127.0,362.6,83.0,4,362,57.6,5,0,4,0.2,43,DEF
Lucas,Tolentino Coelho de Lima,4,5,98,2154,39,471.9,504.4,474.0,8,395,145.4,6,0,5,0.9,59,MID
Divin,Mubama,0,0,3,36,0,11.4,2.4,0.0,0,7,1.4,0,0,0,0.1,45,FWD
Joseph,Anang,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Krisztián,Hegyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39,GK
Kaelan,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Craig,Dawson,1,1,75,2134,31,37.2,455.6,145.0,7,390,64.0,7,0,6,0.8,48,DEF
Raúl,Jiménez,0,2,29,839,18,117.1,74.6,277.0,0,65,46.7,2,0,0,0.3,65,FWD
Jonathan,Castro Otto,1,0,45,1257,21,118.2,233.2,83.0,0,219,43.7,5,1,3,0.3,43,DEF
José,Malheiro de Sá,0,0,148,3240,55,0.0,862.2,0.0,18,683,86.4,11,0,2,5.1,50,GK
Rúben,da Silva Neves,6,2,118,3020,48,489.4,795.6,347.0,16,558,163.2,10,0,12,1.5,52,MID
Hwang,Hee-chan,3,2,60,1117,18,150.2,195.2,242.0,3,156,58.8,3,0,1,0.2,57,MID
Nélson,Cabral Semedo,0,1,75,2633,43,229.4,455.0,88.0,5,424,76.8,8,1,11,0.6,50,DEF
Daniel,Castelo Podence,6,1,92,1760,31,512.8,376.0,580.0,10,249,146.8,6,0,5,0.7,51,MID
Max,Kilman,0,1,109,3307,56,77.6,742.8,108.0,12,622,93.2,11,0,3,3.1,43,DEF
Luke,Cundle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID
Pedro,Lomba Neto,0,2,37,962,15,309.5,96.8,203.0,0,124,60.9,5,0,1,1.6,49,MID
Rayan,Aït-Nouri,1,0,41,1067,18,131.1,200.4,156.0,0,194,48.9,4,0,4,0.7,41,DEF
Fabio,Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD
Toti António,Gomes,1,0,43,978,14,74.5,230.0,69.0,4,201,37.4,4,0,6,2.9,39,DEF
Francisco Jorge,Tomás Oliveira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Adama,Traoré Diarra,2,4,66,1477,30,388.2,270.2,261.0,0,228,91.7,2,0,2,0.2,53,MID
Matija,Šarkić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,39,GK
Yerson,Mosquera Valdelamar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,39,DEF
João Filipe Iria,Santos Moutinho,0,2,56,1773,28,537.7,309.8,142.0,0,297,99.2,6,0,3,0.3,46,MID
Nathan,Collins,0,0,49,1811,37,38.9,437.0,36.0,6,326,51.5,4,1,2,0.5,42,DEF
Jackson,Smith,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,39,GK
Hugo,Bueno López,0,1,41,1307,29,269.2,224.0,76.0,3,239,57.2,3,0,1,3.6,38,DEF
Joseph,Hodge,0,0,5,172,5,17.4,14.4,30.0,0,17,6.1,0,0,1,0.0,43,MID
Connor,Ronan,0,0,1,1,0,0.4,0.6,0.0,0,3,0.1,0,0,0,0.1,44,MID
Chem,Campbell,0,0,5,68,2,3.0,5.6,16.0,0,9,2.4,0,0,0,0.3,44,MID
Gonçalo Manuel,Ganchinho Guedes,1,1,29,703,12,139.6,89.4,223.0,1,85,45.1,2,0,1,0.2,58,MID
Matheus Luiz,Nunes,1,1,80,2467,38,406.6,371.4,314.0,5,338,109.3,11,1,2,0.1,48,MID
Sasa,Kalajdzic,0,0,1,45,0,0.0,0.0,9.0,0,-1,0.7,0,0,0,0.0,53,FWD
Diego,Da Silva Costa,1,0,33,1235,17,144.3,96.8,504.0,3,40,73.3,6,1,5,0.3,53,FWD
Boubacar,Traoré,0,1,14,405,9,16.9,54.4,7.0,0,44,7.9,0,0,2,0.1,43,MID
Nathan,Fraser,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD
Harvey,Griffiths,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Dexter,Lembikisa,0,0,1,22,1,0.8,1.4,0.0,0,3,0.2,0,0,0,0.0,40,DEF
Matheus,Santos Carneiro Da Cunha,2,0,39,961,12,95.1,143.0,217.0,6,122,45.1,5,0,1,0.1,53,FWD
Mario,Lemina,0,1,35,1297,28,66.3,216.4,36.0,0,196,31.8,5,1,2,0.0,45,MID
Pablo,Sarabia,1,0,27,764,9,184.7,92.0,157.0,3,57,43.0,3,0,3,0.1,49,MID
Daniel,Bentley,0,0,6,180,3,0.0,70.2,0.0,0,45,7.0,0,0,0,0.0,40,GK
João Victor,Gomes da Silva,1,0,21,649,18,74.3,139.8,46.0,2,84,25.8,2,0,5,0.0,45,MID
